ID chr strand start end type name commonName endConfidence source
ST0680 4 + 1157357 1158989 SUTs SUT068 SUT068 bothEndsMapped Manual
ST0681 4 + 1162349 1165893 SUTs SUT069 SUT069 bothEndsMapped Manual
ST0683 4 + 1166653 1167021 SUTs SUT070 SUT070 bothEndsMapped Manual
ST0685 4 + 1174461 1174853 SUTs SUT071 SUT071 bothEndsMapped Manual
ST0693 4 + 1196541 1197693 SUTs SUT072 SUT072 bothEndsMapped Manual
ST0718 4 + 1266965 1267341 SUTs SUT073 SUT073 mapped5 Manual
ST0728 4 + 1295757 1296693 SUTs SUT074 SUT074 bothEndsMapped Manual
ST0764 4 + 1406085 1408117 SUTs SUT075 SUT075 bothEndsMapped Manual
ST0765 4 + 1410509 1411909 SUTs SUT076 SUT076 bothEndsMapped Manual
ST0776 4 + 1445765 1446149 SUTs SUT077 SUT077 bothEndsMapped Manual
ST0779 4 + 1456069 1456677 SUTs SUT078 SUT078 bothEndsMapped Manual
ST0780 4 + 1459749 1460565 SUTs SUT079 SUT079 bothEndsMapped Manual
ST0782 4 + 1466205 1466373 SUTs SUT080 SUT080 bothEndsMapped Manual
ST0790 4 + 1483725 1484309 SUTs SUT081 SUT081 bothEndsMapped Manual
ST0792 4 + 1487541 1488709 SUTs SUT082 SUT082 bothEndsMapped Manual
ST0797 4 + 1500709 1501021 SUTs SUT083 SUT083 bothEndsMapped Manual
ST0801 4 + 1514341 1515357 SUTs SUT084 SUT084 bothEndsMapped Manual
ST0803 4 + 1521093 1522253 SUTs SUT085 SUT085 bothEndsMapped Manual
ST0804 5 + 7713 8089 SUTs SUT086 SUT086 bothEndsMapped Manual
ST0807 5 + 11545 11929 SUTs SUT087 SUT087 bothEndsMapped Manual
ST0838 5 + 118097 118673 SUTs SUT088 SUT088 bothEndsMapped Manual
ST0858 5 + 173473 173769 SUTs SUT089 SUT089 bothEndsMapped Manual
ST0865 5 + 191977 192681 SUTs SUT090 SUT090 bothEndsMapped Manual
ST0889 5 + 268857 269425 SUTs SUT091 SUT091 bothEndsMapped Manual
ST0890 5 + 270689 271569 SUTs SUT092 SUT092 bothEndsMapped Manual
ST0895 5 + 284417 287441 SUTs SUT093 SUT093 bothEndsMapped Manual
ST0905 5 + 309001 309041 SUTs SUT094 SUT094 bothEndsMapped Manual
ST0913 5 + 335585 335729 SUTs SUT095 SUT095 bothEndsMapped Manual
ST0925 5 + 377945 378705 SUTs SUT096 SUT096 bothEndsMapped Manual
ST0952 5 + 489921 491257 SUTs SUT097 SUT097 bothEndsMapped Manual
ST0954 5 + 504001 504945 SUTs SUT098 SUT098 bothEndsMapped Manual
ST0968 5 + 554129 556025 SUTs SUT099 SUT099 bothEndsMapped Manual
ST0970 5 + 562945 564457 SUTs SUT100 SUT100 bothEndsMapped Manual
ST0982 6 + 54577 55273 SUTs SUT101 SUT101 bothEndsMapped Manual
ST0988 6 + 78049 79329 SUTs SUT102 SUT102 bothEndsMapped Manual
ST0990 6 + 89577 90769 SUTs SUT103 SUT103 bothEndsMapped Manual
ST0995 6 + 105809 105865 SUTs SUT104 SUT104 bothEndsMapped Manual
ST0998 6 + 110185 110553 SUTs SUT105 SUT105 bothEndsMapped Manual
ST1025 6 + 229065 229105 SUTs SUT106 SUT106 bothEndsMapped Manual
ST1033 6 + 256457 257401 SUTs SUT107 SUT107 bothEndsMapped Manual
ST1039 7 + 16441 17017 SUTs SUT108 SUT108 mapped3 Manual
ST1043 7 + 27777 29729 SUTs SUT109 SUT109 bothEndsMapped Manual
ST1057 7 + 63754 64306 SUTs SUT110 SUT110 bothEndsMapped Manual
ST1062 7 + 74442 76698 SUTs SUT111 SUT111 bothEndsMapped Manual
ST1095 7 + 193539 193691 SUTs SUT112 SUT112 bothEndsMapped Manual
ST1132 7 + 308803 310035 SUTs SUT113 SUT113 bothEndsMapped Manual
ST1139 7 + 320027 320531 SUTs SUT114 SUT114 bothEndsMapped Manual
ST1141 7 + 324171 325235 SUTs SUT115 SUT115 mapped5 Manual
ST1158 7 + 362091 363899 SUTs SUT116 SUT116 bothEndsMapped Manual
ST1168 7 + 388931 389467 SUTs SUT117 SUT117 bothEndsMapped Manual
ST1179 7 + 422139 422947 SUTs SUT118 SUT118 bothEndsMapped Manual
ST1183 7 + 433507 435067 SUTs SUT119 SUT119 bothEndsMapped Manual
ST1194 7 + 483971 484195 SUTs SUT120 SUT120 bothEndsMapped Manual
ST1209 7 + 524907 525091 SUTs SUT121 SUT121 bothEndsMapped Manual
ST1222 7 + 559203 559379 SUTs SUT122 SUT122 bothEndsMapped Manual
ST1243 7 + 622051 622283 SUTs SUT123 SUT123 bothEndsMapped Manual
ST1244 7 + 625235 625571 SUTs SUT124 SUT124 bothEndsMapped Manual
ST1251 7 + 650859 651163 SUTs SUT125 SUT125 bothEndsMapped Manual
ST1254 7 + 660091 661403 SUTs SUT126 SUT126 bothEndsMapped Manual
ST1278 7 + 729971 730555 SUTs SUT127 SUT127 bothEndsMapped Manual
ST1280 7 + 731355 733019 SUTs SUT128 SUT128 bothEndsMapped Manual
ST1283 7 + 738427 738883 SUTs SUT129 SUT129 bothEndsMapped Manual
ST1290 7 + 751419 752435 SUTs SUT130 SUT130 bothEndsMapped Manual
ST1300 7 + 778171 778619 SUTs SUT131 SUT131 bothEndsMapped Manual
ST1303 7 + 784195 786027 SUTs SUT132 SUT132 bothEndsMapped Manual
ST1313 7 + 806507 806611 SUTs SUT133 SUT133 bothEndsMapped Manual
ST1323 7 + 849579 850411 SUTs SUT134 SUT134 bothEndsMapped Manual
ST1324 7 + 856683 857035 SUTs SUT135 SUT135 bothEndsMapped Manual
ST1327 7 + 865875 866251 SUTs SUT136 SUT136 bothEndsMapped Manual
ST1336 7 + 902547 903491 SUTs SUT137 SUT137 bothEndsMapped Manual
ST1349 7 + 937147 938291 SUTs SUT138 SUT138 bothEndsMapped Manual
ST1357 7 + 968794 969170 SUTs SUT139 SUT139 bothEndsMapped Manual
ST1358 7 + 969410 970682 SUTs SUT140 SUT140 bothEndsMapped Manual
ST1359 7 + 974266 974850 SUTs SUT141 SUT141 bothEndsMapped Manual
ST1365 7 + 994314 994954 SUTs SUT142 SUT142 bothEndsMapped Manual
ST1372 7 + 1012282 1012490 SUTs SUT143 SUT143 mapped5 Manual
ST1381 7 + 1049498 1049930 SUTs SUT144 SUT144 bothEndsMapped Manual
ST1383 7 + 1059058 1059650 SUTs SUT145 SUT145 bothEndsMapped Manual
ST1384 7 + 1060298 1060746 SUTs SUT146 SUT146 bothEndsMapped Manual
ST1388 8 + 10697 11569 SUTs SUT147 SUT147 bothEndsMapped Manual
ST1399 8 + 59138 60218 SUTs SUT148 SUT148 bothEndsMapped Manual
ST1403 8 + 76162 77298 SUTs SUT149 SUT149 bothEndsMapped Manual
ST1406 8 + 96114 96482 SUTs SUT150 SUT150 bothEndsMapped Manual
ST1407 8 + 98362 98930 SUTs SUT151 SUT151 bothEndsMapped Manual
ST1414 8 + 111386 111650 SUTs SUT152 SUT152 bothEndsMapped Manual
ST1417 8 + 121890 124018 SUTs SUT153 SUT153 bothEndsMapped Manual
ST1426 8 + 150994 151362 SUTs SUT154 SUT154 bothEndsMapped Manual
ST1430 8 + 164978 166594 SUTs SUT155 SUT155 bothEndsMapped Manual
ST1442 8 + 189138 190226 SUTs SUT156 SUT156 bothEndsMapped Manual
ST1447 8 + 201626 203522 SUTs SUT157 SUT157 bothEndsMapped Manual
ST1456 8 + 221425 222337 SUTs SUT158 SUT158 bothEndsMapped Manual
ST1457 8 + 222969 223753 SUTs SUT159 SUT159 bothEndsMapped Manual
ST1469 8 + 266985 267481 SUTs SUT160 SUT160 mapped5 Manual
ST1471 8 + 272113 272617 SUTs SUT161 SUT161 mapped5 Manual
ST1478 8 + 286401 286961 SUTs SUT162 SUT162 bothEndsMapped Manual
ST1479 8 + 291097 292785 SUTs SUT163 SUT163 bothEndsMapped Manual
ST1480 8 + 293969 296201 SUTs SUT164 SUT164 bothEndsMapped Manual
ST1482 8 + 314249 314753 SUTs SUT165 SUT165 bothEndsMapped Manual
ST1491 8 + 334481 336057 SUTs SUT166 SUT166 bothEndsMapped Manual
ST1503 8 + 364369 365009 SUTs SUT167 SUT167 bothEndsMapped Manual
ST1506 8 + 372698 373338 SUTs SUT168 SUT168 bothEndsMapped Manual
ST1508 8 + 377986 380082 SUTs SUT169 SUT169 bothEndsMapped Manual
ST1515 8 + 392250 392514 SUTs SUT170 SUT170 bothEndsMapped Manual
ST1528 8 + 429450 429714 SUTs SUT171 SUT171 bothEndsMapped Manual
ST1555 8 + 498628 499044 SUTs SUT172 SUT172 mapped5 Manual
ST1563 8 + 516596 517260 SUTs SUT173 SUT173 bothEndsMapped Manual
ST1566 8 + 522204 522596 SUTs SUT174 SUT174 bothEndsMapped Manual
ST1569 9 + 30993 32601 SUTs SUT175 SUT175 bothEndsMapped Manual
ST1571 9 + 35105 37217 SUTs SUT176 SUT176 bothEndsMapped Manual
ST1574 9 + 40209 41633 SUTs SUT177 SUT177 bothEndsMapped Manual
ST1582 9 + 76329 76937 SUTs SUT178 SUT178 bothEndsMapped Manual
ST1600 9 + 136417 137105 SUTs SUT179 SUT179 bothEndsMapped Manual
ST1603 9 + 150225 150529 SUTs SUT180 SUT180 mapped5 Manual
ST1611 9 + 173849 174713 SUTs SUT181 SUT181 bothEndsMapped Manual
ST1620 9 + 202249 202849 SUTs SUT182 SUT182 bothEndsMapped Manual
ST1626 9 + 222865 224409 SUTs SUT183 SUT183 bothEndsMapped Manual
ST1627 9 + 224409 226489 SUTs SUT184 SUT184 mapped3 Manual
ST1643 9 + 281153 281257 SUTs SUT185 SUT185 bothEndsMapped Manual
ST1644 9 + 283089 284777 SUTs SUT186 SUT186 bothEndsMapped Manual
ST1646 9 + 289257 290385 SUTs SUT187 SUT187 bothEndsMapped Manual
ST1647 9 + 290425 292265 SUTs SUT188 SUT188 bothEndsMapped Manual
ST1657 9 + 328057 331585 SUTs SUT189 SUT189 bothEndsMapped Manual
ST1660 9 + 337185 339337 SUTs SUT190 SUT190 mapped5 Manual
ST1669 9 + 357097 357465 SUTs SUT191 SUT191 bothEndsMapped Manual
ST1679 9 + 384177 384601 SUTs SUT192 SUT192 mapped5 Manual
ST1681 9 + 387001 388449 SUTs SUT193 SUT193 bothEndsMapped Manual
ST1682 9 + 389241 393065 SUTs SUT194 SUT194 bothEndsMapped Manual
ST1687 9 + 406593 407841 SUTs SUT195 SUT195 bothEndsMapped Manual
ST1690 9 + 412081 412721 SUTs SUT196 SUT196 bothEndsMapped Manual
ST1692 9 + 421041 421793 SUTs SUT197 SUT197 bothEndsMapped Manual
ST1699 10 + 33537 36529 SUTs SUT198 SUT198 mapped5 Manual
ST1702 10 + 50113 50665 SUTs SUT199 SUT199 bothEndsMapped Manual
ST1707 10 + 67809 68929 SUTs SUT200 SUT200 bothEndsMapped Manual
ST1712 10 + 76761 80081 SUTs SUT201 SUT201 bothEndsMapped Manual
ST1721 10 + 101001 101665 SUTs SUT202 SUT202 bothEndsMapped Manual
ST1725 10 + 111474 113842 SUTs SUT203 SUT203 bothEndsMapped Manual
ST1730 10 + 123800 126464 SUTs SUT204 SUT204 bothEndsMapped Manual
ST1746 10 + 180488 180800 SUTs SUT205 SUT205 bothEndsMapped Manual
ST1754 10 + 193744 195184 SUTs SUT206 SUT206 bothEndsMapped Manual
ST1760 10 + 217600 218888 SUTs SUT207 SUT207 bothEndsMapped Manual
ST1772 10 + 261112 262424 SUTs SUT208 SUT208 bothEndsMapped Manual
ST1778 10 + 289648 291064 SUTs SUT209 SUT209 bothEndsMapped Manual
ST1803 10 + 375040 375760 SUTs SUT210 SUT210 bothEndsMapped Manual
ST1816 10 + 415136 415384 SUTs SUT211 SUT211 bothEndsMapped Manual
ST1820 10 + 434920 435112 SUTs SUT212 SUT212 mapped5 Manual
ST1829 10 + 457928 458640 SUTs SUT213 SUT213 bothEndsMapped Manual
ST1831 10 + 459440 459832 SUTs SUT214 SUT214 bothEndsMapped Manual
ST1845 10 + 525984 526272 SUTs SUT215 SUT215 mapped5 Manual
ST1871 10 + 608992 609496 SUTs SUT216 SUT216 mapped3 Manual
ST1879 10 + 623184 623528 SUTs SUT217 SUT217 mapped5 Manual
ST1912 11 + 18569 19681 SUTs SUT218 SUT218 mapped5 Manual
ST1913 11 + 19681 21145 SUTs SUT219 SUT219 mapped3 Manual
ST1914 11 + 21233 22073 SUTs SUT220 SUT220 bothEndsMapped Manual
ST1926 11 + 66460 67740 SUTs SUT221 SUT221 bothEndsMapped Manual
ST1927 11 + 69684 70444 SUTs SUT222 SUT222 bothEndsMapped Manual
ST1932 11 + 88716 92260 SUTs SUT223 SUT223 bothEndsMapped Manual
ST1933 11 + 92284 92652 SUTs SUT224 SUT224 bothEndsMapped Manual
ST1934 11 + 92652 93364 SUTs SUT225 SUT225 mapped3 Manual
ST1941 11 + 115100 115556 SUTs SUT226 SUT226 bothEndsMapped Manual
ST1947 11 + 141266 142828 SUTs SUT227 SUT227 bothEndsMapped Manual
ST1948 11 + 143188 144324 SUTs SUT228 SUT228 bothEndsMapped Manual
ST1950 11 + 151140 152924 SUTs SUT229 SUT229 bothEndsMapped Manual
ST1952 11 + 153780 154308 SUTs SUT230 SUT230 bothEndsMapped Manual
ST1966 11 + 195194 195722 SUTs SUT231 SUT231 bothEndsMapped Manual
ST1967 11 + 200314 201634 SUTs SUT232 SUT232 bothEndsMapped Manual
ST1978 11 + 229946 231434 SUTs SUT233 SUT233 bothEndsMapped Manual
ST2012 11 + 321955 322451 SUTs SUT234 SUT234 bothEndsMapped Manual
ST2053 11 + 446452 447348 SUTs SUT235 SUT235 bothEndsMapped Manual
ST2057 11 + 454860 456764 SUTs SUT236 SUT236 bothEndsMapped Manual
ST2058 11 + 461252 462436 SUTs SUT237 SUT237 bothEndsMapped Manual
ST2060 11 + 466060 468788 SUTs SUT238 SUT238 bothEndsMapped Manual
ST2074 11 + 513780 514348 SUTs SUT239 SUT239 bothEndsMapped Manual
ST2083 11 + 533580 535180 SUTs SUT240 SUT240 bothEndsMapped Manual
ST2106 11 + 605237 608013 SUTs SUT241 SUT241 bothEndsMapped Manual
ST2110 11 + 618510 619150 SUTs SUT242 SUT242 bothEndsMapped Manual
ST2114 11 + 630182 630654 SUTs SUT243 SUT243 mappedNone Manual
ST2123 12 + 22937 23481 SUTs SUT244 SUT244 mapped5 Manual
ST2125 12 + 26193 27289 SUTs SUT245 SUT245 bothEndsMapped Manual
ST2151 12 + 151121 153641 SUTs SUT246 SUT246 bothEndsMapped Manual
ST2152 12 + 158073 159785 SUTs SUT247 SUT247 bothEndsMapped Manual
ST2167 12 + 201593 201889 SUTs SUT248 SUT248 bothEndsMapped Manual
ST2170 12 + 222321 222617 SUTs SUT249 SUT249 bothEndsMapped Manual
ST2171 12 + 224153 224697 SUTs SUT250 SUT250 bothEndsMapped Manual
ST2173 12 + 230809 231625 SUTs SUT251 SUT251 bothEndsMapped Manual
ST2174 12 + 234553 235905 SUTs SUT252 SUT252 bothEndsMapped Manual
ST2177 12 + 245577 246273 SUTs SUT253 SUT253 bothEndsMapped Manual
ST2179 12 + 248009 248657 SUTs SUT254 SUT254 mapped3 Manual
ST2183 12 + 259761 260945 SUTs SUT255 SUT255 mapped5 Manual
ST2191 12 + 274033 275353 SUTs SUT256 SUT256 bothEndsMapped Manual
ST2193 12 + 281169 282193 SUTs SUT257 SUT257 bothEndsMapped Manual
ST2194 12 + 282537 282881 SUTs SUT258 SUT258 mapped5 Manual
ST2199 12 + 289745 289921 SUTs SUT259 SUT259 bothEndsMapped Manual
ST2207 12 + 329697 331433 SUTs SUT260 SUT260 bothEndsMapped Manual
ST2209 12 + 339409 341225 SUTs SUT261 SUT261 bothEndsMapped Manual
ST2212 12 + 346169 346553 SUTs SUT262 SUT262 mapped5 Manual
ST2225 12 + 395801 396417 SUTs SUT263 SUT263 bothEndsMapped Manual
ST2248 12 + 449689 450729 SUTs SUT264 SUT264 bothEndsMapped Manual
ST2249 12 + 490897 491793 SUTs SUT265 SUT265 bothEndsMapped Manual
ST2250 12 + 491825 492641 SUTs SUT266 SUT266 bothEndsMapped Manual
ST2252 12 + 498225 498865 SUTs SUT267 SUT267 mapped5 Manual
ST2254 12 + 501265 502345 SUTs SUT268 SUT268 mapped5 Manual
ST2258 12 + 509737 510009 SUTs SUT269 SUT269 bothEndsMapped Manual
ST2268 12 + 540753 541793 SUTs SUT270 SUT270 bothEndsMapped Manual
ST2274 12 + 553913 554433 SUTs SUT271 SUT271 mapped5 Manual
ST2279 12 + 566585 568425 SUTs SUT272 SUT272 mapped5 Manual
ST2285 12 + 591345 591729 SUTs SUT273 SUT273 bothEndsMapped Manual
ST2286 12 + 603433 603889 SUTs SUT274 SUT274 mapped5 Manual
ST2287 12 + 603889 604201 SUTs SUT275 SUT275 bothEndsMapped Manual
ST2288 12 + 607273 609233 SUTs SUT276 SUT276 bothEndsMapped Manual
ST2295 12 + 626401 627097 SUTs SUT277 SUT277 mapped5 Manual
ST2302 12 + 658233 658617 SUTs SUT278 SUT278 mapped5 Manual
ST2307 12 + 669161 669425 SUTs SUT279 SUT279 bothEndsMapped Manual
ST2318 12 + 699849 701297 SUTs SUT280 SUT280 bothEndsMapped Manual
ST2367 12 + 873711 874991 SUTs SUT281 SUT281 bothEndsMapped Manual
ST2379 12 + 910215 911327 SUTs SUT282 SUT282 bothEndsMapped Manual
ST2388 12 + 954384 954568 SUTs SUT283 SUT283 bothEndsMapped Manual
ST2407 12 + 1030080 1030600 SUTs SUT284 SUT284 bothEndsMapped Manual
ST2418 13 + 13521 14065 SUTs SUT285 SUT285 bothEndsMapped Manual
ST2423 13 + 30161 30585 SUTs SUT286 SUT286 mapped5 Manual
ST2445 13 + 97681 97945 SUTs SUT287 SUT287 bothEndsMapped Manual
ST2451 13 + 119457 120081 SUTs SUT288 SUT288 bothEndsMapped Manual
ST2452 13 + 121601 122969 SUTs SUT289 SUT289 bothEndsMapped Manual
ST2455 13 + 131969 133033 SUTs SUT290 SUT290 bothEndsMapped Manual
ST2456 13 + 133193 133417 SUTs SUT291 SUT291 mapped5 Manual
ST2460 13 + 140433 141537 SUTs SUT292 SUT292 bothEndsMapped Manual
ST2464 13 + 148777 149025 SUTs SUT293 SUT293 bothEndsMapped Manual
ST2468 13 + 164617 164745 SUTs SUT294 SUT294 mapped5 Manual
ST2470 13 + 165529 168705 SUTs SUT295 SUT295 bothEndsMapped Manual
ST2498 13 + 253249 253657 SUTs SUT296 SUT296 mapped5 Manual
ST2511 13 + 289913 290673 SUTs SUT297 SUT297 bothEndsMapped Manual
ST2513 13 + 297121 297193 SUTs SUT298 SUT298 bothEndsMapped Manual
ST2533 13 + 343665 344281 SUTs SUT299 SUT299 bothEndsMapped Manual
ST2534 13 + 347185 348169 SUTs SUT300 SUT300 bothEndsMapped Manual
ST2543 13 + 371209 371993 SUTs SUT301 SUT301 bothEndsMapped Manual
ST2560 13 + 430017 430977 SUTs SUT302 SUT302 bothEndsMapped Manual
ST2561 13 + 432137 433041 SUTs SUT303 SUT303 bothEndsMapped Manual
ST2569 13 + 465025 465281 SUTs SUT304 SUT304 bothEndsMapped Manual
ST2571 13 + 480873 481209 SUTs SUT305 SUT305 bothEndsMapped Manual
ST2581 13 + 510577 511265 SUTs SUT306 SUT306 mapped5 Manual
ST2583 13 + 511801 512193 SUTs SUT307 SUT307 mapped3 Manual
ST2587 13 + 522177 522777 SUTs SUT308 SUT308 bothEndsMapped Manual
ST2600 13 + 556665 557465 SUTs SUT309 SUT309 bothEndsMapped Manual
ST2608 13 + 570585 571241 SUTs SUT310 SUT310 bothEndsMapped Manual
ST2617 13 + 610425 610897 SUTs SUT311 SUT311 bothEndsMapped Manual
ST2637 13 + 653361 653729 SUTs SUT312 SUT312 bothEndsMapped Manual
ST2658 13 + 731449 731553 SUTs SUT313 SUT313 bothEndsMapped Manual
ST2668 13 + 763353 763985 SUTs SUT314 SUT314 bothEndsMapped Manual
ST2671 13 + 774089 774721 SUTs SUT315 SUT315 mapped5 Manual
ST2673 13 + 775937 776657 SUTs SUT316 SUT316 bothEndsMapped Manual
ST2674 13 + 777665 777937 SUTs SUT317 SUT317 mapped5 Manual
ST2676 13 + 779433 779665 SUTs SUT318 SUT318 bothEndsMapped Manual
ST2677 13 + 784513 785041 SUTs SUT319 SUT319 bothEndsMapped Manual
ST2701 13 + 872993 873193 SUTs SUT320 SUT320 bothEndsMapped Manual
ST2708 13 + 910921 912417 SUTs SUT321 SUT321 bothEndsMapped Manual
ST2709 13 + 912457 914793 SUTs SUT322 SUT322 bothEndsMapped Manual
ST2751 14 + 169083 169819 SUTs SUT323 SUT323 bothEndsMapped Manual
ST2760 14 + 200227 200411 SUTs SUT324 SUT324 mapped5 Manual
ST2787 14 + 270275 270747 SUTs SUT325 SUT325 bothEndsMapped Manual
ST2789 14 + 272027 274067 SUTs SUT326 SUT326 bothEndsMapped Manual
ST2802 14 + 318635 319371 SUTs SUT327 SUT327 bothEndsMapped Manual
ST2807 14 + 335307 336499 SUTs SUT328 SUT328 mapped5 Manual
ST2819 14 + 355779 356387 SUTs SUT329 SUT329 bothEndsMapped Manual
ST2825 14 + 372475 374267 SUTs SUT330 SUT330 bothEndsMapped Manual
ST2840 14 + 416603 416795 SUTs SUT331 SUT331 bothEndsMapped Manual
ST2843 14 + 426923 427571 SUTs SUT332 SUT332 mapped5 Manual
ST2848 14 + 440779 441275 SUTs SUT333 SUT333 bothEndsMapped Manual
ST2849 14 + 444771 446843 SUTs SUT334 SUT334 bothEndsMapped Manual
ST2903 14 + 587268 588252 SUTs SUT335 SUT335 bothEndsMapped Manual
ST2907 14 + 595403 596859 SUTs SUT336 SUT336 mapped3 Manual
ST2920 14 + 629260 629516 SUTs SUT337 SUT337 bothEndsMapped Manual
ST2921 14 + 632812 633852 SUTs SUT338 SUT338 bothEndsMapped Manual
ST2956 14 + 724500 725972 SUTs SUT339 SUT339 bothEndsMapped Manual
ST2957 14 + 727836 728060 SUTs SUT340 SUT340 bothEndsMapped Manual
ST2958 14 + 728484 730172 SUTs SUT341 SUT341 bothEndsMapped Manual
ST2960 14 + 731316 733156 SUTs SUT342 SUT342 bothEndsMapped Manual
